POSTCODE,TOTAL_HOUSEHOLD_COUNT,STATE,DOMINANT_MOSAIC_GROUP,DOMINANT_MOSAIC_TYPE,MOSAIC_GROUP_A,MOSAIC_GROUP_B,MOSAIC_GROUP_C,MOSAIC_GROUP_D,MOSAIC_GROUP_E,MOSAIC_GROUP_F,MOSAIC_GROUP_G,MOSAIC_GROUP_H,MOSAIC_GROUP_I,MOSAIC_GROUP_J,MOSAIC_GROUP_K,MOSAIC_GROUP_L,MOSAIC_GROUP_M,MOSAIC_GROUP_N,MOSAIC_TYPE_A01,MOSAIC_TYPE_A02,MOSAIC_TYPE_A03,MOSAIC_TYPE_A04,MOSAIC_TYPE_B05,MOSAIC_TYPE_B06,MOSAIC_TYPE_B07,MOSAIC_TYPE_C08,MOSAIC_TYPE_C09,MOSAIC_TYPE_C10,MOSAIC_TYPE_D11,MOSAIC_TYPE_D12,MOSAIC_TYPE_D13,MOSAIC_TYPE_E14,MOSAIC_TYPE_E15,MOSAIC_TYPE_E16,MOSAIC_TYPE_F17,MOSAIC_TYPE_F18,MOSAIC_TYPE_F19,MOSAIC_TYPE_F20,MOSAIC_TYPE_G21,MOSAIC_TYPE_G22,MOSAIC_TYPE_G23,MOSAIC_TYPE_G24,MOSAIC_TYPE_H25,MOSAIC_TYPE_H26,MOSAIC_TYPE_H27,MOSAIC_TYPE_I28,MOSAIC_TYPE_I29,MOSAIC_TYPE_I30,MOSAIC_TYPE_J31,MOSAIC_TYPE_J32,MOSAIC_TYPE_J33,MOSAIC_TYPE_J34,MOSAIC_TYPE_J35,MOSAIC_TYPE_K36,MOSAIC_TYPE_K37,MOSAIC_TYPE_K38,MOSAIC_TYPE_K39,MOSAIC_TYPE_K40,MOSAIC_TYPE_L41,MOSAIC_TYPE_L42,MOSAIC_TYPE_L43,MOSAIC_TYPE_L44,MOSAIC_TYPE_M45,MOSAIC_TYPE_M46,MOSAIC_TYPE_M47,MOSAIC_TYPE_M48,MOSAIC_TYPE_N49,MOSAIC_TYPE_N50,MOSAIC_TYPE_N51,MOSAIC_TYPE_N52
0800,4179,NT,G,G22,139,1659,0,0,89,0,2011,0,215,0,0,0,0,66,0,0,0,139,0,522,1137,0,0,0,0,0,0,0,0,89,0,0,0,0,222,1445,344,0,0,0,0,32,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
0810,13511,NT,E,F17,370,599,1749,114,3165,2579,1272,609,1662,644,43,10,237,458,63,131,91,85,240,113,246,1100,637,12,25,80,9,989,510,1666,1771,162,480,166,5,1011,238,18,193,356,60,189,942,531,277,133,135,41,58,32,0,11,0,0,0,0,0,10,190,41,4,2,0,246,101,111
0812,6979,NT,F,H26,109,9,421,38,414,2444,64,1280,757,737,154,93,274,185,0,0,106,3,8,0,1,66,330,25,14,22,2,292,27,95,877,883,666,18,0,43,21,0,222,904,154,28,565,164,59,268,90,46,274,82,34,38,0,0,22,0,0,71,154,120,0,0,4,133,46,2
0820,9665,NT,B,G22,702,2269,1040,204,1283,300,1676,217,1317,227,51,1,61,317,191,103,234,174,510,650,1109,822,211,7,110,80,14,602,1,680,230,11,59,0,73,1196,407,0,194,14,9,306,475,536,8,22,163,34,0,13,0,38,0,0,1,0,0,0,49,3,0,9,25,102,112,78
0822,3642,NT,J,J35,52,0,0,80,48,179,0,6,0,1270,447,1200,201,159,0,0,48,4,0,0,0,0,0,0,38,0,42,48,0,0,11,84,83,1,0,0,0,0,6,0,0,0,0,0,0,45,0,0,1225,67,58,172,30,120,398,93,574,135,69,7,49,76,81,78,0,0
0828,521,NT,E,E15,78,0,0,13,159,0,0,132,0,17,0,10,28,84,0,0,78,0,0,0,0,0,0,0,0,0,13,24,134,1,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,5,3,0,1,0,0,27,14,48,0,22
0829,59,NT,L,L42,4,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,20,0,0,0,0,0,0,0,0
0830,7505,NT,H,H26,110,0,27,22,1329,1326,158,2333,288,1330,226,6,26,324,0,0,110,0,0,0,0,27,0,0,0,0,22,1037,219,73,147,967,212,0,0,157,1,0,915,1418,0,0,288,0,82,181,196,292,579,77,64,14,0,71,6,0,0,0,0,0,0,26,2,315,0,7
0832,7495,NT,H,H25,0,0,17,25,2783,962,282,2910,368,94,41,0,13,0,0,0,0,0,0,0,0,17,0,0,25,0,0,2180,551,52,130,648,184,0,0,280,2,0,2564,346,0,0,217,151,0,0,0,34,60,32,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0
0834,379,NT,L,D13,47,0,3,96,24,18,0,0,0,0,0,155,35,1,0,0,47,0,0,0,0,2,1,0,41,0,55,24,0,0,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,53,2,49,17,18,0,0,0,1,0,0
0835,769,NT,D,L41,131,0,0,233,57,11,0,0,0,0,14,229,94,0,0,0,131,0,0,0,0,0,0,0,97,0,136,57,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,185,42,1,1,62,12,20,0,0,0,0,0
0836,1815,NT,L,L41,143,0,0,258,252,111,0,0,0,26,56,954,15,0,0,0,143,0,0,0,0,0,0,0,144,0,114,252,0,0,0,51,60,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,0,13,4,20,0,19,887,18,2,47,13,1,1,0,0,0,0,0
0837,91,NT,L,L44,0,0,0,0,0,0,0,0,1,0,10,71,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,4,30,37,9,0,0,0,0,0,0,0
0838,257,NT,L,L41,0,0,0,3,10,29,0,0,0,0,15,186,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,82,7,59,38,6,0,8,0,0,0,0,0
0839,143,NT,H,H25,0,0,0,0,0,0,1,93,0,0,44,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,5,0,0
0840,488,NT,K,K40,0,0,0,0,0,0,0,0,0,0,385,1,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,1,0,0,0,0,40,62,0,0,0
0841,387,NT,L,L41,0,0,0,0,0,0,0,0,0,0,100,285,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0,49,110,6,79,90,0,0,2,0,0,0,0,0
0845,245,NT,J,K38,0,0,0,0,0,0,0,0,0,87,86,5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,79,0,0,86,0,0,0,0,4,1,0,0,0,0,3,64,0,0
0846,173,NT,N,N50,0,0,0,0,0,0,0,0,0,0,61,20,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,25,0,2,16,2,0,0,0,2,33,57,0,0
0847,123,NT,K,K38,0,0,0,0,0,0,0,0,0,48,56,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,56,0,0,0,0,19,0,0,0,0,0,0,0,0,0
0850,3010,NT,K,K36,0,0,0,33,155,8,0,49,5,321,2075,255,0,109,0,0,0,0,0,0,0,0,0,0,23,0,10,155,0,0,0,8,0,0,0,0,0,0,8,36,5,2,3,0,0,1,0,0,320,1575,0,499,0,1,128,26,80,21,0,0,0,0,0,109,0,0
0852,868,NT,L,J35,0,0,0,0,0,0,0,0,0,290,264,310,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,33,0,229,0,2,33,7,256,14,0,0,0,0,0,4,0,0
0853,240,NT,E,E14,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0854,104,NT,J,J35,0,0,0,0,0,0,0,0,0,71,22,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,22,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0860,1285,NT,K,K36,0,0,0,0,0,0,0,0,0,332,875,28,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,450,0,375,0,50,0,4,24,0,0,0,0,0,0,50,0,0
0862,214,NT,J,J35,0,0,0,0,0,0,0,0,0,168,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,16,0,0,0,0,30,0,0,0,0,0,0,0,0,0
0870,8382,NT,K,K36,67,86,171,26,967,616,134,92,204,389,5418,85,49,78,0,0,67,0,0,1,85,142,29,0,25,0,1,957,2,8,0,544,72,0,0,105,29,0,68,24,0,20,120,64,1,41,23,0,324,4167,159,1092,0,0,18,30,12,25,43,0,6,0,2,76,0,0
0872,1012,SA,J,J35,0,0,0,0,0,0,0,0,0,738,243,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,85,0,158,0,0,0,0,31,0,0,0,0,0,0,0,0,0
0873,298,NT,L,L41,1,0,0,19,0,8,0,0,0,62,4,202,0,2,0,0,1,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2,0,2,0,0,124,37,16,25,0,0,0,0,2,0,0,0
0874,409,NT,E,E14,0,0,2,0,151,0,111,0,0,0,145,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,151,0,0,0,0,0,0,0,106,5,0,0,0,0,0,0,0,0,0,0,0,0,138,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0875,992,NT,K,K36,0,0,33,0,39,28,0,48,0,201,643,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,39,0,0,0,20,8,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,201,521,28,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0880,704,NT,K,K36,0,0,0,0,4,0,0,0,0,109,561,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,507,0,54,0,0,30,0,0,0,0,0,0,0,0,0,0,0
0885,150,NT,K,K36,0,0,0,0,0,0,0,0,0,0,125,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
0886,408,NT,K,K36,0,0,0,0,0,21,0,0,0,1,383,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,295,0,85,0,3,0,0,3,0,0,0,0,0,0,0,0,0
2000,16930,NSW,G,G21,953,4612,0,0,0,0,11186,0,81,0,0,0,98,0,331,0,0,622,28,3991,593,0,0,0,0,0,0,0,0,0,0,0,0,0,9674,526,212,774,0,0,0,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0
2007,4387,NSW,G,G21,0,940,0,0,0,0,3237,0,50,0,0,0,0,160,0,0,0,0,14,232,694,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,331,170,1136,0,0,0,34,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
2008,6266,NSW,G,G24,0,1236,4,0,0,0,4672,0,182,0,0,0,0,172,0,0,0,0,170,633,433,0,0,4,0,0,0,0,0,0,0,0,0,0,757,402,211,3302,0,0,0,85,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
2009,7059,NSW,B,B06,1105,3312,0,0,0,0,2064,0,223,2,0,0,0,353,623,0,0,482,69,2690,553,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,510,214,0,0,0,0,223,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353
2010,17216,NSW,B,B06,147,12274,0,0,0,0,2075,0,1609,0,0,0,0,1111,80,66,0,1,617,8092,3565,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,564,214,75,0,0,0,242,0,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1023
2011,13722,NSW,B,B06,850,8678,0,0,0,0,910,0,2597,0,0,0,90,597,184,1,0,665,84,5909,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,501,153,85,171,0,0,0,51,0,2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,40,0,28,529
2015,6240,NSW,B,B06,83,5445,0,24,1,0,460,0,87,19,0,0,0,121,81,2,0,0,1013,2818,1614,0,0,0,0,24,0,0,0,1,0,0,0,0,354,12,89,5,0,0,0,87,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,98
2016,7218,NSW,B,B06,1,4401,0,0,35,0,919,43,195,0,0,0,0,1624,1,0,0,0,832,2515,1054,0,0,0,0,0,0,0,0,35,0,0,0,0,637,128,136,18,0,43,0,124,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624
2017,18896,NSW,G,G21,0,4353,11,14,6,0,11531,129,166,70,0,0,1,2615,0,0,0,0,181,2670,1502,0,9,2,0,14,0,0,6,0,0,0,0,0,10163,121,141,1106,0,0,129,139,0,27,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2615
2018,9875,NSW,G,G21,335,1516,831,544,1382,244,3436,129,312,419,0,0,37,690,118,126,0,91,203,480,833,0,0,831,0,544,0,0,0,1382,19,0,0,225,2996,57,320,63,0,0,129,211,0,101,264,0,155,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,690
2019,5366,NSW,C,G21,487,463,1431,304,716,111,913,1,425,96,0,0,177,242,118,343,11,15,175,120,168,396,634,401,31,273,0,0,15,701,106,0,4,1,875,0,38,0,0,0,1,173,137,115,68,12,16,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,242
2020,9770,NSW,G,G21,103,728,1210,321,379,221,6354,117,228,16,0,0,0,93,103,0,0,0,205,323,200,23,51,1136,8,313,0,0,0,379,71,0,0,150,6128,115,111,0,0,0,117,52,0,176,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
2021,7863,NSW,B,B06,1559,4770,0,4,13,0,471,0,967,0,0,0,0,79,1482,4,0,73,1933,2056,781,0,0,0,0,4,0,0,0,13,0,0,0,0,300,22,37,112,0,0,0,316,2,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0
2022,7138,NSW,B,B06,1318,4001,135,0,12,0,982,0,644,0,0,0,0,46,993,164,0,161,1102,2470,429,32,0,103,0,0,0,0,0,12,0,0,0,0,649,60,63,210,0,0,0,541,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
2023,4928,NSW,B,B06,2218,2344,7,12,0,0,239,0,108,0,0,0,0,0,1382,579,0,257,644,1513,187,0,0,7,0,12,0,0,0,0,0,0,0,0,177,1,61,0,0,0,0,96,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4729,NSW,B,B06,1576,2633,59,29,0,0,101,0,219,0,0,0,0,112,1120,371,0,85,1159,1320,154,57,0,2,0,29,0,0,0,0,0,0,0,0,55,2,44,0,0,0,0,188,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,85
2025,4032,NSW,B,A01,1465,1801,5,21,26,0,78,0,285,0,0,0,47,304,1046,142,0,277,931,670,200,5,0,0,0,21,0,0,0,26,0,0,0,0,56,0,22,0,0,0,0,282,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,304,0
2026,16798,NSW,B,B06,1715,12341,184,0,20,0,1437,0,655,0,0,0,0,446,1337,370,0,8,2767,8691,883,138,15,31,0,0,0,0,0,20,0,0,0,0,1160,48,195,34,0,0,0,266,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,299
2027,4872,NSW,B,B06,2172,2329,0,0,0,0,153,0,218,0,0,0,0,0,786,86,0,1300,296,1848,185,0,0,0,0,0,0,0,0,0,0,0,0,0,92,61,0,0,0,0,0,63,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,2543,NSW,B,B06,847,1500,29,0,1,0,80,0,86,0,0,0,0,0,355,50,0,442,292,1159,49,0,0,29,0,0,0,0,0,1,0,0,0,0,42,9,29,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,4779,NSW,B,A01,1942,2088,108,2,9,5,116,0,345,0,0,0,39,125,1294,230,0,418,821,1188,79,25,39,44,0,2,0,0,0,9,0,0,0,5,80,0,36,0,0,0,0,228,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,17,0,0,112,13
2030,5371,NSW,A,A01,3811,1026,229,62,0,0,26,0,176,0,0,0,6,35,2234,1417,2,158,643,339,44,38,51,140,0,62,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,147,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,35,0
2031,16478,NSW,B,B06,2271,10332,302,149,186,42,1813,0,1040,0,0,0,24,319,1602,612,0,57,3898,4537,1897,106,88,108,0,149,0,0,0,186,42,0,0,0,1065,179,457,112,0,0,0,964,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,195,124
2032,6713,NSW,G,G24,834,636,504,299,211,23,3079,2,476,33,0,0,0,616,624,210,0,0,501,17,118,49,43,412,0,299,0,0,0,211,1,0,0,22,564,476,854,1185,0,0,2,293,0,183,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,528
2033,5728,NSW,G,G21,948,1191,122,84,368,0,2440,0,571,0,0,0,0,4,491,235,0,222,379,220,592,2,0,120,0,84,0,0,0,368,0,0,0,0,1164,328,273,675,0,0,0,353,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2034,10174,NSW,B,B06,1781,6399,209,50,68,0,574,0,170,0,0,0,18,905,1356,423,0,2,1414,4440,545,135,17,57,0,50,0,0,0,68,0,0,0,0,427,14,133,0,0,0,0,138,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,887
2035,15299,NSW,A,A01,3403,2945,1542,1047,297,28,2841,40,1376,175,0,0,91,1514,2364,1007,0,32,1408,940,597,328,260,954,3,1044,0,0,0,297,0,0,0,28,2201,119,521,0,0,0,40,1027,37,312,136,39,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,222,1292
2036,13266,NSW,A,G21,2268,871,2266,776,762,432,2241,356,1014,520,0,0,393,1367,887,855,169,357,153,475,243,509,472,1285,67,706,3,0,1,761,396,0,0,36,1793,117,331,0,0,5,351,333,204,477,279,4,204,33,0,0,0,0,0,0,0,0,0,0,1,391,0,1,0,0,141,1226
2037,9504,NSW,B,B06,433,4686,12,7,8,1,2478,0,648,18,0,0,0,1213,151,104,0,178,1080,2801,805,0,0,12,0,7,0,0,0,8,1,0,0,0,986,172,340,980,0,0,0,133,0,515,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1165
2038,4451,NSW,B,B05,653,3052,52,14,15,0,131,0,420,0,0,0,0,114,572,40,0,41,2035,676,341,30,0,22,0,14,0,0,0,15,0,0,0,0,46,3,37,45,0,0,0,183,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
2039,4116,NSW,B,B05,916,2934,68,0,19,0,97,0,82,0,0,0,0,0,570,35,0,311,1726,981,227,68,0,0,0,0,0,0,0,19,0,0,0,0,8,56,33,0,0,0,0,75,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,10296,NSW,B,B05,1781,5938,329,181,157,0,456,0,991,0,0,0,2,461,1438,240,0,103,4889,595,454,210,24,95,0,181,0,0,0,157,0,0,0,0,364,3,62,27,0,0,0,685,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,461
2041,7623,NSW,B,A01,3166,3630,29,3,0,0,0,0,357,0,0,0,0,438,2502,263,0,401,2106,1457,67,23,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438
2042,9454,NSW,B,B06,42,7146,60,26,69,0,1044,0,695,0,0,0,0,372,31,11,0,0,1938,3374,1834,1,21,38,0,26,0,0,0,69,0,0,0,0,355,219,340,130,0,0,0,254,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372
2043,5233,NSW,B,B06,15,4952,0,0,0,0,53,0,20,0,0,0,0,193,15,0,0,0,624,3675,653,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
2044,3620,NSW,B,B05,37,2645,254,86,24,76,105,0,393,0,0,0,0,0,35,2,0,0,1440,1059,146,0,0,254,0,86,0,0,0,24,43,0,0,33,23,16,66,0,0,0,0,386,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,2328,NSW,A,A01,1385,353,149,351,0,0,22,0,26,0,0,0,0,42,663,654,0,68,272,8,73,0,24,125,0,351,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2046,11715,NSW,A,A01,4543,3110,861,725,97,29,191,0,1472,48,0,0,122,517,2867,1017,7,652,1082,1815,213,101,213,547,0,725,0,0,0,97,0,0,0,29,132,0,59,0,0,0,0,1351,4,117,48,0,0,0,0,0,0,0,0,0,0,0,0,0,14,95,0,13,0,0,33,484
2047,5671,NSW,B,B06,2082,2687,254,124,40,0,26,0,392,0,0,0,17,49,1012,310,0,760,1003,1500,184,42,154,58,0,124,0,0,0,40,0,0,0,0,0,0,26,0,0,0,0,390,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,49
2048,3617,NSW,B,B05,216,2844,78,39,8,0,133,0,277,0,0,0,0,22,201,15,0,0,1426,687,731,0,0,78,0,39,0,0,0,8,0,0,0,0,45,8,53,27,0,0,0,216,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2049,6626,NSW,B,B05,226,3747,110,36,48,0,1441,0,903,2,0,0,0,113,176,49,0,1,1934,626,1187,3,28,79,0,36,0,0,0,48,0,0,0,0,772,76,304,289,0,0,0,532,0,371,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,83
2050,5012,NSW,B,B06,31,3447,0,12,0,0,1108,0,121,0,0,0,0,293,31,0,0,0,585,1747,1115,0,0,0,0,12,0,0,0,0,0,0,0,0,642,211,90,165,0,0,0,54,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293
2060,8903,NSW,B,B06,1118,6565,43,3,22,0,776,0,257,0,0,0,97,22,426,82,0,610,735,4588,1242,0,17,26,0,3,0,0,0,22,0,0,0,0,712,64,0,0,0,0,0,124,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,22,0
2061,4146,NSW,B,B06,464,3061,0,0,0,0,78,0,186,0,0,0,10,347,149,0,0,315,70,2734,257,0,0,0,0,0,0,0,0,0,0,0,0,0,58,20,0,0,0,0,0,35,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,341
2062,3451,NSW,B,B06,1101,1871,72,15,62,0,31,0,244,0,0,0,0,55,722,131,0,248,674,1011,186,28,5,39,0,15,0,0,0,62,0,0,0,0,31,0,0,0,0,0,0,230,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2063,2255,NSW,A,A02,1794,277,67,19,0,0,0,0,58,0,0,0,0,40,832,868,0,94,156,106,15,0,67,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
2064,4116,NSW,B,E16,734,1255,216,32,1037,0,241,0,307,1,0,0,0,293,325,397,0,12,689,268,298,115,15,86,0,32,0,0,0,1037,0,0,0,0,202,4,35,0,0,0,0,283,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,209
2065,16303,NSW,B,B06,2896,11171,288,132,102,0,999,0,555,0,0,0,12,148,2041,394,0,461,2093,6482,2596,227,49,12,0,132,0,0,0,102,0,0,0,0,949,8,42,0,0,0,0,345,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,148
2066,14769,NSW,B,A02,5348,5703,480,97,1123,11,572,0,804,211,0,0,49,371,2541,2697,0,110,1332,2384,1987,312,152,16,0,97,0,0,0,1123,11,0,0,0,523,21,28,0,0,0,0,504,1,299,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,40,0,0,238,133
2067,11764,NSW,G,G21,2130,1030,1782,378,1037,88,4272,0,702,0,0,0,44,301,1492,583,0,55,666,96,268,173,25,1584,3,375,0,0,1,1036,44,0,0,44,3766,36,365,105,0,0,0,678,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9,0,237,55
2068,6678,NSW,A,A01,4505,849,473,131,141,0,69,0,378,14,0,0,57,61,2730,1733,1,41,486,220,143,178,158,137,0,131,0,0,0,141,0,0,0,0,16,1,52,0,0,0,0,276,0,102,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,61
2069,5279,NSW,A,A01,3891,310,299,61,156,0,336,0,165,0,0,0,3,58,2111,1697,3,80,107,62,141,36,67,196,0,61,0,0,0,156,0,0,0,0,296,19,21,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,58,0
